# forras=https://www.solartronics.de generalva=2026-09-19T09:38:52Z penznem=EUR ar=brutto_kiskereskedelmi_inkl_MwSt termek_db=434 keszleten=344
cikkszam;nev;ar;listaar;akcios;kedvezmeny_szazalek;keszleten_van;keszlet_statusz;rendelheto;suly_kg;url;fokep_url;utolso_modositas;netto_ar;ar_tipus;ar_fix;tol_ar;variansos;kiszereles;ean;marka;duplikalt_cikkszam;duplikalt_db
SET390M-W;Komplettset 3x130 Watt Solarmodul 1500 Watt Wandler Laderegler Photovoltaik Inselanlage;333.14;;nem;;nem;utanpotlas uton;igen;44.44;https://www.solartronics.de/komplettset-3x130-watt-solarmodul-1500-watt-wandler-laderegler-photovoltaik-inselanlage-set390m-w;https://www.solartronics.de/media/image/f1/1e/40/set-3-130w-mono-1290x674x35-wandler-1500w-mod-12v-regler-blau-kabel-2.jpg;2025-07-31;279.95;brutto+netto (oldalrol);igen;nem;nem;;4260464596563;solartronics;nem;1
SET390M;Komplettset 3x130 Watt Solarmodul Laderegler Photovoltaik Inselanlage;237.94;;nem;;nem;utanpotlas uton;igen;44.44;https://www.solartronics.de/komplettset-3x130-watt-solarmodul-laderegler-photovoltaik-inselanlage-set390m;https://www.solartronics.de/media/image/b5/b0/62/set-3-130w-mono-1290x674x35-regler-blau-kabel.jpg;2025-08-29;199.95;brutto+netto (oldalrol);igen;nem;nem;;4260464595733;solartronics;nem;1
SET420POLY-WM;Komplettset 3x140 Watt Poly Solarmodul 1500 W Spannungswandler 30A Laderegler Solar Inselanlage;426.28;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/komplettset-3x140-watt-poly-solarmodul-1500-w-spannungswandler-30a-laderegler-solar-inselanlage-set420poly-wm;https://www.solartronics.de/media/image/b6/d6/90/3x130w_140W_poly_set_Laderegler_kabel_spannungswandler_solartronics_shop.jpg;2025-07-23;358.22;brutto+netto (oldalrol);igen;nem;nem;;4260464595030;solartronics;nem;1
SET420W-1270-FS1500;Komplettset 3x140 Watt Solarmodul 1270x590 1500 Watt FS1500D12V Spannungswandler 30A Laderegler;566.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/komplettset-3x140-watt-solarmodul-1270x590-1500-watt-fs1500d12v-spannungswandler-30a-laderegler-set420w-1270-fs1500;https://www.solartronics.de/media/image/8d/17/bf/M140-1270x590x35-12VPtzOnh4z892sn.jpg;2025-08-18;476.43;brutto+netto (oldalrol);igen;nem;nem;;4068508008580;solartronics;nem;1
SET420W-1270-TS1500;Komplettset 3x140 Watt Solarmodul 1270x590 1500 Watt TS1500 Spannungswandler 30A Laderegler;499.99;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/komplettset-3x140-watt-solarmodul-1270x590-1500-watt-ts1500-spannungswandler-30a-laderegler-set420w-1270-ts1500;https://www.solartronics.de/media/image/b8/e5/9b/3x140W_1270_Set_TS_1500W_Spannungswandler_reiner_Sinus_lr_kabel_wandler.jpg;2025-09-04;420.16;brutto+netto (oldalrol);igen;nem;nem;;4068508008221;solartronics;nem;1
SET420W-TS1500;Komplettset 3x140 Watt Solarmodul 1500 Watt TS1500 Spannungswandler 30A Laderegler Inselanlage;566.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/komplettset-3x140-watt-solarmodul-1500-watt-ts1500-spannungswandler-30a-laderegler-inselanlage-set420w-ts1500;https://www.solartronics.de/media/image/aa/70/de/3x140W_Set_TS_1500W_Spannungswandler_reiner_Sinus_lr_kabel_wandler.jpg;2026-03-19;476.43;brutto+netto (oldalrol);igen;nem;nem;;4260464594903;solartronics;nem;1
SET420M-W;Komplettset 3x140 Watt Solarmodul 1500 Watt Wandler Laderegler Photovoltaik Inselanlage;345.04;;nem;;nem;utanpotlas uton;igen;44.44;https://www.solartronics.de/komplettset-3x140-watt-solarmodul-1500-watt-wandler-laderegler-photovoltaik-inselanlage-set420m-w;https://www.solartronics.de/media/image/b4/4d/55/3x140W_Set_1500W_Spannungswandler_modi_lr_kabel_wandler.jpg;2025-12-02;289.95;brutto+netto (oldalrol);igen;nem;nem;;4260464594361;solartronics;nem;1
SET420M;Komplettset 3x140 Watt Solarmodul 30A Laderegler Kabel Stecker Solar Photovoltaik Inselanlage;255.79;;nem;;nem;utanpotlas uton;igen;44.44;https://www.solartronics.de/komplettset-3x140-watt-solarmodul-30a-laderegler-kabel-stecker-solar-photovoltaik-inselanlage-set420m;https://www.solartronics.de/media/image/df/51/7b/3x140W_Set_laderegler_kabel_stecker.jpg;2025-12-02;214.95;brutto+netto (oldalrol);igen;nem;nem;;4260464594392;solartronics;nem;1
CRD99;Remote Wand-Einbaufernbedienung CRD99 mit Display und Kabel für blaue Wandler FS DR Serie 12V 24V;22.95;;nem;;igen;raktaron;igen;0.2;https://www.solartronics.de/spannungswandler-12v/fernbedienung/remote-wand-einbaufernbedienung-crd99-mit-display-und-kabel-fuer-blaue-wandler-fs-dr-serie-12v-24v-crd99;https://www.solartronics.de/media/image/52/e1/11/Remote_Kabel-Fernbedienung_Display_CRD99_12V_24V_solartronics.jpg;2026-02-16;19.29;brutto+netto (oldalrol);igen;nem;nem;;4260464596839;solartronics;nem;1
DE8080D;Remote Wand-Einbaufernbedienung DE80D mit Display und Kabel für Wandler TS-DE80D FS DR Serie 12V 24;22.95;;nem;;igen;raktaron;igen;0.2;https://www.solartronics.de/spannungswandler-12v/fernbedienung/remote-wand-einbaufernbedienung-de80d-mit-display-und-kabel-fuer-wandler-ts-de80d-fs-dr-serie-12v-24-de8080d;https://www.solartronics.de/media/image/70/c9/2b/Kabel-Fernbedienungdisplay-Spannungsanzeige.png;2025-12-15;19.29;brutto+netto (oldalrol);igen;nem;nem;;4068508016998;solartronics;nem;1
SET-100P-20A-KA;SET 1x100W Poly Solar Modul 20A Laderegler gelb Kabel;115.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-1x100w-poly-solar-modul-20a-laderegler-gelb-kabel-set-100p-20a-ka;https://www.solartronics.de/media/image/17/c1/ec/set-123-100w-poly-1-regler.jpg;2026-09-02;97.44;brutto+netto (oldalrol);igen;nem;nem;;4260464594064;solartronics;nem;1
SET-100P-20A-KA-WI;SET 1x100W Poly Solar Modul 20A Laderegler gelb Montagewinkel Kabel;125.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-1x100w-poly-solar-modul-20a-laderegler-gelb-montagewinkel-kabel-set-100p-20a-ka-wi;https://www.solartronics.de/media/image/c0/63/32/Solar_set-1x100w-poly-Laderegler_winkel_Kabel_solartronics.jpg;2025-07-23;105.84;brutto+netto (oldalrol);igen;nem;nem;;4260464594095;solartronics;nem;1
SET-100P-20A-KA-600M;SET 1x100W Poly Solar Modul 20A Laderegler gelb Spannungswandler NM600 600W modifiziert Kabel;143.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-1x100w-poly-solar-modul-20a-laderegler-gelb-spannungswandler-nm600-600w-modifiziert-kabel-set-100p-20a-ka-600m;https://www.solartronics.de/media/image/38/2d/cb/set-123-100w-poly-1-wandler-mod.jpg;2025-09-11;120.97;brutto+netto (oldalrol);igen;nem;nem;;4260464594071;solartronics;nem;1
SET-100P-20A-KA-600R;SET 1x100W Poly Solar Modul 20A Laderegler gelb Spannungswandler NP600 600W rein Kabel;202.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-1x100w-poly-solar-modul-20a-laderegler-gelb-spannungswandler-np600-600w-rein-kabel-set-100p-20a-ka-600r;https://www.solartronics.de/media/image/85/ef/5c/set-123-100w-poly-1-wandler-rein.jpg;2025-07-23;170.55;brutto+netto (oldalrol);igen;nem;nem;;4260464594088;solartronics;nem;1
SET-200P-20A-KA-ST;SET 2x100W Poly Solar Modul 20A Laderegler gelb Kabel Stecker;211.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-2x100w-poly-solar-modul-20a-laderegler-gelb-kabel-stecker-set-200p-20a-ka-st;https://www.solartronics.de/media/image/e9/48/4c/set-123-100w-poly-2-regler.jpg;2025-07-23;178.11;brutto+netto (oldalrol);igen;nem;nem;;4260464594101;solartronics;nem;1
SET-200P-20A-KA-ST-WI;SET 2x100W Poly Solar Modul 20A Laderegler gelb Montagewinkel Kabel Stecker;227.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-2x100w-poly-solar-modul-20a-laderegler-gelb-montagewinkel-kabel-stecker-set-200p-20a-ka-st-wi;https://www.solartronics.de/media/image/21/5e/be/set-123-100w-poly-2-winkel.jpg;2026-09-10;191.55;brutto+netto (oldalrol);igen;nem;nem;;4260464594132;solartronics;nem;1
SET-200P-20A-KA-ST-1000R;SET 2x100W Poly Solar Modul 20A Laderegler gelb Spannungswandler FS1000D 1000W reine Kabel Stecker;329.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-2x100w-poly-solar-modul-20a-laderegler-gelb-spannungswandler-fs1000d-1000w-reine-kabel-stecker-set-200p-20a-ka-st-1000r;https://www.solartronics.de/media/image/2f/2b/54/Solar_set_2x100w-poly-LR_gelb_wandler_FS1000D.jpg;2025-07-23;277.27;brutto+netto (oldalrol);igen;nem;nem;;4260464594125;solartronics;nem;1
SET-200P-20A-KA-ST-1000M;SET 2x100W Poly Solar Modul 20A Laderegler gelb Spannungswandler NM1000 1000W Kabel Stecker;269.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-2x100w-poly-solar-modul-20a-laderegler-gelb-spannungswandler-nm1000-1000w-kabel-stecker-set-200p-20a-ka-st-1000m;https://www.solartronics.de/media/image/fd/1e/9f/set-123-100w-poly-2-wandler-mod.jpg;2025-07-23;226.85;brutto+netto (oldalrol);igen;nem;nem;;4260464594118;solartronics;nem;1
SET-300P-20A-KA-ST;SET 3x100W Poly Solar Modul 20A Laderegler gelb Kabel Stecker;284.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-3x100w-poly-solar-modul-20a-laderegler-gelb-kabel-stecker-set-300p-20a-ka-st;https://www.solartronics.de/media/image/bf/d8/dc/set-123-100w-poly-3-regler.jpg;2026-09-01;239.45;brutto+netto (oldalrol);igen;nem;nem;;4260464594149;solartronics;nem;1
SET-300P-20A-KA-ST-WI;SET 3x100W Poly Solar Modul 20A Laderegler gelb Montagewinkel Kabel Stecker;303.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-3x100w-poly-solar-modul-20a-laderegler-gelb-montagewinkel-kabel-stecker-set-300p-20a-ka-st-wi;https://www.solartronics.de/media/image/40/06/5b/Solar_SET_3x100W_Poly_SolarModul_20A_Laderegler_gelb_Spannungswandler_Montagewinkel_x3_Kabel_Stecker_solartronics.jpg;2026-02-10;255.42;brutto+netto (oldalrol);igen;nem;nem;;4260464594170;solartronics;nem;1
SET-300P-20A-KA-ST-1500R;SET 3x100W Poly Solar Modul 20A Laderegler gelb Spannungswandler FS1500D 1500W Kabel Stecker;426.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-3x100w-poly-solar-modul-20a-laderegler-gelb-spannungswandler-fs1500d-1500w-kabel-stecker-set-300p-20a-ka-st-1500r;https://www.solartronics.de/media/image/24/bb/44/Solar_SET_3x100W_Poly_SolarModul_20A_Laderegler_gelb_Spannungswandler_NM1500_1500W_rein_sinus_Kabel_Stecker_solartronics.jpg;2026-09-01;358.78;brutto+netto (oldalrol);igen;nem;nem;;4260464594163;solartronics;nem;1
SET-300P-20A-KA-ST-1500M;SET 3x100W Poly Solar Modul 20A Laderegler gelb Spannungswandler NM1500 1500W mod Kabel Stecker;329.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/set-3x100w-poly-solar-modul-20a-laderegler-gelb-spannungswandler-nm1500-1500w-mod-kabel-stecker-set-300p-20a-ka-st-1500m;https://www.solartronics.de/media/image/ef/d6/6e/Solar_SET_3x100W_Poly_SolarModul_20A_Laderegler_gelb_Spannungswandler_NM1500_1500W_mod_Kabel_Stecker_solartronics.jpg;2026-09-01;277.27;brutto+netto (oldalrol);igen;nem;nem;;4260464594156;solartronics;nem;1
SCZ-25-4-6;SOLARTRONICS Crimpzange für 2,5–6 mm² PV-Kabel Crimpwerkzeug für MC4-Stecker, Solarpanels & Photovol;15.41;;nem;;igen;raktaron;igen;0.45;https://www.solartronics.de/zubehoer/solarstecker/solartronics-crimpzange-fuer-2-5-6-mm2-pv-kabel-crimpwerkzeug-fuer-mc4-stecker-solarpanels-photovol-scz-25-4-6;https://www.solartronics.de/media/image/2a/79/7a/SCZ-25-4-6.jpg;2026-06-24;12.95;brutto+netto (oldalrol);igen;nem;nem;;4068508015595;solartronics;nem;1
WDC-A-30mm-12;SOLARTRONICS Entwässerungsclips für Solarpanele 30 mm – Set 12 / 24 / 48 Stk.;7.12;;nem;;igen;raktaron;igen;0.3;https://www.solartronics.de/zubehoer/solarmodulzubehoer/solartronics-entwaesserungsclips-fuer-solarpanele-30-mm-set-12/24/48-stk.-wdc-a-30mm-12;https://www.solartronics.de/media/image/03/ec/8a/Wasserablaufclip-30mm-solarmodul-12-stu-ck-set.jpg;2026-06-25;5.98;brutto+netto (oldalrol);nem;nem;igen;;4068508017278;solartronics;nem;1
SET-20A-K-1000W;Solar Set 1000 Watt Wandler 20A Laderegler Kabel Photovoltaik Inselanlage;120.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-1000-watt-wandler-20a-laderegler-kabel-photovoltaik-inselanlage-set-20a-k-1000w;https://www.solartronics.de/media/image/5a/3b/60/set-20a-wandler-1000w-mod-12v-regler-blau-kabel-os.jpg;2025-08-19;101.64;brutto+netto (oldalrol);igen;nem;nem;;4260464593272;solartronics;nem;1
SET-20A-S-K-1000W;Solar Set 1000 Watt Wandler 20A Laderegler Stecker Kabel Photovoltaik Inselanlage;127.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-1000-watt-wandler-20a-laderegler-stecker-kabel-photovoltaik-inselanlage-set-20a-s-k-1000w;https://www.solartronics.de/media/image/cb/53/77/set-2-wandler-1000w-mod-12v-regler-blau-kabel.jpg;2025-08-19;107.52;brutto+netto (oldalrol);igen;nem;nem;;4260464593234;solartronics;nem;1
SET-10A-K;Solar Set 10A Laderegler Kabel Photovoltaik Inselanlage;47.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-10a-laderegler-kabel-photovoltaik-inselanlage-set-10a-k;https://www.solartronics.de/media/image/54/92/9b/set-10a-regler-blau-kabel-2.jpg;2025-08-19;40.29;brutto+netto (oldalrol);igen;nem;nem;;4260464593203;solartronics;nem;1
Z-315-D03-600;Solar Set 1500 Watt TS SINUS Wandler Displayfernbedienung 30A Laderegler Stecker Kabel Photovoltaik;214.14;;nem;;igen;raktaron;igen;6.0;https://www.solartronics.de/solar-set-1500-watt-ts-sinus-wandler-displayfernbedienung-30a-laderegler-stecker-kabel-photovoltaik-z-315-d03-600;https://www.solartronics.de/media/image/0b/52/82/solatronics-sinus-inverter-diaplayfernbedienung-blau-Laderegler-Verbindungskabel-Batteriekabel-3-fach-Stecker.jpg;2026-04-02;179.95;brutto+netto (oldalrol);igen;nem;nem;;4068508017018;solartronics;nem;1
SET-30A-K-1500W;Solar Set 1500 Watt Wandler 30A Laderegler Kabel Photovoltaik Inselanlage;140.95;;nem;;igen;raktaron;igen;6.0;https://www.solartronics.de/solar-set-1500-watt-wandler-30a-laderegler-kabel-photovoltaik-inselanlage-set-30a-k-1500w;https://www.solartronics.de/media/image/a8/32/50/set-30a-wandler-1500w-mod-12v-regler-blau-kabel-os.jpg;2025-08-19;118.45;brutto+netto (oldalrol);igen;nem;nem;;4260464593296;solartronics;nem;1
Z-315-M03-600;Solar Set 1500 Watt Wandler 30A Laderegler Stecker Kabel Photovoltaik Inselanlage Zubehör;148.95;;nem;;igen;raktaron;igen;6.0;https://www.solartronics.de/solar-set-1500-watt-wandler-30a-laderegler-stecker-kabel-photovoltaik-inselanlage-zubehoer-z-315-m03-600;https://www.solartronics.de/media/image/90/57/2b/Set_Laderegler_Kabel_Batterie_Laderegler_3T_Stecker_Spannungswandler_1500W.jpg;2025-12-18;125.17;brutto+netto (oldalrol);igen;nem;nem;;4068508017001;solartronics;nem;1
SET-30A-S-K-FS1500D;Solar Set 1500 Watt Wandler FS1500D 30A Laderegler Stecker Kabel Photovoltaik Inselanlage Zubehör;274.95;;nem;;igen;raktaron;igen;6.0;https://www.solartronics.de/solar-set-1500-watt-wandler-fs1500d-30a-laderegler-stecker-kabel-photovoltaik-inselanlage-zubehoer-set-30a-s-k-fs1500d;https://www.solartronics.de/media/image/cb/35/b0/Set_Laderegler_Kabel_Batterie_Laderegler_3TStecker_Spannungswandler_FS1500D.jpg;2025-08-19;231.05;brutto+netto (oldalrol);igen;nem;nem;;4260464596846;solartronics;nem;1
SET-20A-K;Solar Set 20A Laderegler Kabel Photovoltaik Inselanlage;59.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-20a-laderegler-kabel-photovoltaik-inselanlage-set-20a-k;https://www.solartronics.de/media/image/67/f8/28/Set-20A-Laderegler-blau-Batteriekabel_Ladereglerkabel_solartronics.jpg;2025-08-19;50.38;brutto+netto (oldalrol);igen;nem;nem;;4260464593265;solartronics;nem;1
SET-20A-S-K;Solar Set 20A Laderegler Stecker Kabel für 2 Solarmodul Photovoltaik Inselanlage;57.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-20a-laderegler-stecker-kabel-fuer-2-solarmodul-photovoltaik-inselanlage-set-20a-s-k;https://www.solartronics.de/media/image/91/1e/9f/set-2-regler-blau-kabel.jpg;2025-08-19;48.7;brutto+netto (oldalrol);igen;nem;nem;;4260464593227;solartronics;nem;1
SET-30A-K;Solar Set 30A Laderegler Kabel Photovoltaik Inselanlage;60.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-30a-laderegler-kabel-photovoltaik-inselanlage-set-30a-k;https://www.solartronics.de/media/image/52/71/9f/set-30a-regler-blau-kabel-os.jpg;2026-02-10;51.22;brutto+netto (oldalrol);igen;nem;nem;;4260464593289;solartronics;nem;1
SET-30A-S-K;Solar Set 30A Laderegler Stecker Kabel für 3 Solarmodul Photovoltaik Inselanlage;67.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-30a-laderegler-stecker-kabel-fuer-3-solarmodul-photovoltaik-inselanlage-set-30a-s-k;https://www.solartronics.de/media/image/2f/e1/d6/set-3-regler-blau-kabel.jpg;2025-08-19;57.1;brutto+netto (oldalrol);igen;nem;nem;;4260464593241;solartronics;nem;1
SM50-400x760-12V10G;Solar Set 50 Watt 12V Mono Laderegler 10A Kabel 5 Meter Set Solaranlage;79.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-50-watt-12v-mono-laderegler-10a-kabel-5-meter-set-solaranlage-sm50-400x760-12v10g;https://www.solartronics.de/media/image/a2/4d/21/solar-set-50w-mono-400mm_lr_10A_gelb_kabel_5m.jpg;2025-10-29;67.18;brutto+netto (oldalrol);igen;nem;nem;;4068508000638;solartronics;nem;1
SM60-590x570-12V10G;Solar Set 60 Watt 12V Mono Laderegler 10A Kabel 5 Meter Set Solaranlage;79.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-60-watt-12v-mono-laderegler-10a-kabel-5-meter-set-solaranlage-sm60-590x570-12v10g;https://www.solartronics.de/media/image/b6/2e/3e/solar-set-60w-mono-590mm_lr_10A_gelb_kabel_5m.jpg;2025-08-28;67.18;brutto+netto (oldalrol);igen;nem;nem;;4068508004094;solartronics;nem;1
SET-10A-K-600W;Solar Set 600 Watt Wandler 10A Laderegler Kabel Photovoltaik Inselanlage;78.95;;nem;;igen;raktaron;igen;5.0;https://www.solartronics.de/solar-set-600-watt-wandler-10a-laderegler-kabel-photovoltaik-inselanlage-set-10a-k-600w;https://www.solartronics.de/media/image/2d/0f/08/set-1-wandler-600w-mod-12v-regler-blau-kabel.jpg;2025-08-19;66.34;brutto+netto (oldalrol);igen;nem;nem;;4260464593210;solartronics;nem;1
Ka-ST-3;Solar Stecker Kabel kompatibel mit MC4 3 fach Verteiler Solarstecker;14.9;;nem;;igen;raktaron;igen;0.17;https://www.solartronics.de/detail/index/sArticle/1950;https://www.solartronics.de/media/image/c3/37/9e/MC4-3fach_Kabel_2.jpg;2025-11-18;12.52;brutto+netto (oldalrol);igen;nem;nem;;4260464592855;solartronics;nem;1
Ka-ST-4;Solar Stecker Kabel kompatibel mit MC4 4 fach Verteiler Solarstecker;16.9;;nem;;igen;raktaron;igen;0.29;https://www.solartronics.de/solar-stecker-kabel-kompatibel-mit-mc4-4-fach-verteiler-solarstecker-ka-st-4;https://www.solartronics.de/media/image/23/20/a0/mc4_y_Kabel_4fach_1.jpg;2025-11-17;14.2;brutto+netto (oldalrol);igen;nem;nem;;4260464592862;solartronics;nem;1
ST-1-Paar-6;Solar Stecker Set inkl. Montagewerkzeug kompatibel mit MC4 Auswahl 5 bis 100 Paar Solarstecker;8.27;;nem;;igen;raktaron;igen;0.12;https://www.solartronics.de/zubehoer/solarstecker/solar-stecker-set-inkl.-montagewerkzeug-kompatibel-mit-mc4-auswahl-5-bis-100-paar-solarstecker-st-1-paar-6;https://www.solartronics.de/media/image/c9/8e/0a/ST-1-6-PAAR.jpg;2026-01-08;6.95;brutto+netto (oldalrol);nem;nem;igen;6 Paar (1,38 € * / 1 Paar);4068508012396;solartronics;nem;1
Ka-ST-2;Solar Stecker kompatibel mit MC4 Y Kabel 2 fach Verteiler Solarstecker;9.79;;nem;;nem;nincs raktaron (beszerzes alatt);igen;0.12;https://www.solartronics.de/solar-stecker-kompatibel-mit-mc4-y-kabel-2-fach-verteiler-solarstecker-ka-st-2;https://www.solartronics.de/media/image/c2/42/a5/Ka-MC4-2_1.jpg;2025-11-17;8.23;brutto+netto (oldalrol);igen;nem;nem;;4260464592848;solartronics;nem;1
SCZ-SET-1;Solar-Crimpzangen-Set für PV-Kabel 2,5/4/6 mm² inkl. Abisolierzange, Solarstecker und Montageschlüss;33.26;;nem;;igen;raktaron;igen;1.18;https://www.solartronics.de/zubehoer/solarstecker/solar-crimpzangen-set-fuer-pv-kabel-2-5/4/6-mm2-inkl.-abisolierzange-solarstecker-und-montageschluess-scz-set-1;https://www.solartronics.de/media/image/4f/63/5c/solartronics-crimpzangen-set-solarstecker-werkzeugtasche-abisolierzange-crimpzange-zubehoer.jpg;2026-08-07;27.95;brutto+netto (oldalrol);igen;nem;nem;1 Stück;4068508025136;solartronics;nem;1
50M20-LRgelb;Solaranlage 50 Watt 12V Mono Laderegler 10A gelb Kabel 5 Meter Set;79.95;;nem;;igen;raktaron;igen;44.44;https://www.solartronics.de/solaranlage-50-watt-12v-mono-laderegler-10a-gelb-kabel-5-meter-set-50m20-lrgelb;https://www.solartronics.de/media/image/2f/1a/e2/solarset-50w-mono-lr_10A_gelb_kabel_5m.jpg;2025-08-19;67.18;brutto+netto (oldalrol);igen;nem;nem;;4260464591810;solartronics;nem;1
